Gene_ID,WT_0_01,WT_0_02,CP_0_04,CP_0_05,WT_05_07,WT_05_08,CP_05_11,CP_05_12,WT_1_13,WT_1_14,CP_1_16,CP_1_17,WT_2_20,CP_2_22,CP_2_23,WT_2_25,WT_4_16,CP_4_28
SPD_1770,12,26,24,12,6,5,14,21,170,4,11,14,4,33,18,2,1,12
SPD_1769,33503,29000,21277,20911,61983,50996,82433,104377,28125,25571,28961,33063,27016,24317,25064,20315,9910,26312
SPD_1771,12508,10473,7785,7610,9053,8024,12521,14751,5961,4978,6539,7572,4545,6744,6648,4212,1964,8230
SPD_1772,256,254,167,148,687,650,705,706,652,667,463,515,459,507,465,617,320,612
SPD_1773,29314,27742,13878,13500,10965,10322,16125,17132,10320,8898,7392,8062,8531,8823,10165,9240,3843,11494
pflA,30051,26812,21500,21982,59936,50452,71630,87233,25185,23013,24911,31031,26425,16761,20182,18610,8425,26988
lysA,20187,18560,15698,16624,52858,40397,63621,92604,25665,22037,24636,29537,26843,17947,22362,17135,8219,29093
purR,40515,37678,31753,33385,73897,59192,81511,97832,36410,31634,28645,35046,30860,23477,26957,28634,12667,35408
cbf1,11888,11404,8390,8577,10366,8504,10005,12571,6015,4979,4757,5087,11341,11834,14390,4351,1700,7764
SPD_1778,16408,15576,10961,10928,12672,9824,11551,15591,7748,6113,6291,5925,16987,20348,24854,6279,2401,12827
SPD_1779,7452,6710,5177,5457,5983,4907,6048,7704,3553,2948,2685,3040,2640,2264,2846,2074,920,3114
rpe,6635,6051,4745,5117,5756,4933,5789,6803,3569,2765,2512,2601,2517,2079,2568,2138,874,3044
rsgA,8401,7549,6019,6125,7671,6029,7923,10278,4352,3592,3237,3351,3257,2755,3734,2839,1455,4379
ksgA,5021,4913,4095,4043,6887,5405,7067,9830,3759,3232,3065,3616,3023,3002,3554,2701,1232,4447
SPD_1783,1448,1265,1972,2099,2731,2190,2477,2623,2666,2325,905,1147,2137,1306,1456,1283,530,1430
SPD_1784,2453,2047,3474,3742,5253,4119,4614,4517,4872,4740,1896,2562,4386,2295,2453,2309,1125,2516
SPD_1785,6038,5186,7596,7709,12697,9589,10853,13244,10765,9341,4459,5339,9172,4930,6095,6850,3021,7316
R8,45,30,33,39,34,35,53,49,31,47,28,46,35,31,35,66,58,18
SPD_1786,10044,8840,8614,7905,11345,10398,16780,14089,5220,5108,5861,7716,4434,4646,4019,4473,2286,5933
SPD_1787,4161,4157,2719,3068,4003,2957,4926,7726,1761,1402,1604,1665,1362,1371,1622,1332,587,2509
SPD_1788,4240,4021,2780,2788,4110,3149,4758,6676,1968,1391,1591,1881,1487,1503,1791,1746,789,2943
SPD_1789,7208,6360,2821,2684,484,421,542,601,1053,687,433,365,3561,5590,4885,7310,3570,16775
rpmH,36815,34235,18722,19660,22615,30438,40515,27923,20471,20026,15952,16613,11756,29142,24902,28299,11864,44353
SPD_1791,28296,26076,19096,19471,66634,53278,90453,120087,26038,21244,25005,29985,19453,19779,22959,14104,5908,22550
SPD_1792,524,434,368,289,734,787,910,609,717,730,638,797,527,751,690,592,418,1032
SPD_1793,4604,4494,3683,3951,10193,8358,9953,13309,4467,3228,3691,4497,3708,3059,3529,4080,1905,5896
SPD_1794,10316,8845,7514,7533,31335,24715,41125,51513,18290,14687,17059,19904,14575,13514,15442,10382,4365,14185
SPD_1796,1451,1300,936,860,2812,2487,4558,4738,1518,1285,1516,1633,1126,1253,1424,1121,575,1995
SPD_1795,112,86,43,33,29,39,26,45,68,24,39,23,172,182,208,371,181,763
ccpA,33080,29782,14943,14624,101544,88996,96459,108178,42319,36048,45461,54482,37616,34746,34809,26161,12960,36074
trn0935,1860,1382,339,319,517,428,655,491,530,414,560,707,359,487,436,167,101,317
SPD_1798,12666,12048,2245,2495,4170,3247,5199,7327,3280,2749,3554,4000,2147,3274,3846,1229,408,2837
SPD_1799,29826,24814,6312,6686,10719,8449,13494,16319,8757,7000,10356,11517,6656,9501,9452,3340,1642,6476
SPD_1800,16083,13325,3139,3306,3234,2534,3997,5257,2684,2117,3147,3649,1922,2780,2717,1117,467,1958
SPD_1801,23687,18766,5450,5881,2169,1901,2344,2458,1838,1544,1963,2642,1613,1630,1572,815,328,1198
SPD_1802,2055,1648,590,656,208,148,196,319,151,137,215,247,128,145,152,49,59,101
SPD_1803,4098,2990,1389,1495,159,158,193,161,228,213,137,243,99,283,133,54,37,153
tRNA-Pro-2,1219,1041,713,757,22,34,14,8,55,43,30,23,40,41,44,99,74,155
tRNA-Arg-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRNA-Leu-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRNA-Gly-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRNA-Thr-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRNA-Leu-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRNA-Lys-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRNA-Asp-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRNA-Val-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rrfC,48,56,43,50,56,35,22,12,27,149,24,21,41,101,19,65,36,73
rrlC,14205,16553,5774,5475,43681,8773,21935,42854,5863,30638,4914,8555,25050,16707,8586,7585,2943,37015
tRNA-Ala-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rrsC,6258,6222,2184,2172,15965,2935,9468,18708,3061,9657,1648,3161,11322,6414,2803,3313,1109,21220
tRNA-Glu-3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2
nusG,56786,50117,33154,30802,38996,39737,30910,24781,29328,27227,13180,17067,26453,20025,19580,29718,14462,33092
secE,20381,18658,10341,10458,11366,12398,9122,6863,8375,7736,3764,4957,7623,5816,6182,9013,4321,10937
pbp2A,31867,28888,13179,13470,24725,20637,25812,31030,16499,14190,11210,13292,14738,9730,12062,11191,5500,14831
rluD2,5696,4745,3459,3442,4863,4723,6335,5516,3122,2781,2794,2940,2855,2748,3039,3273,1559,3901
gap,815188,718697,638587,621219,736842,565949,582348,820143,603640,452686,293527,363365,543242,403009,452244,515498,236245,729739
SPD_1824,5096,4556,2624,2814,1849,1652,1867,2026,1993,2075,1933,2367,2377,4524,4726,1228,572,6201
SPD_1825,108,72,40,46,124,80,62,91,67,43,64,39,258,145,128,67,26,204
nadC,5536,5238,2755,2796,4910,4213,3430,3827,3206,3049,2739,3104,5962,8807,9238,2848,1091,11367
SPD_1827,1487,1344,541,608,862,918,813,730,545,520,380,366,395,535,674,300,107,682
SPD_1828,1446,1110,1107,956,1684,1731,1840,1119,1759,1221,2530,1635,7878,28259,17862,6961,3123,13626
SPD_1829,7246,6099,4526,4273,9356,8540,9752,8189,5512,5349,3648,4467,4663,4339,3803,6359,2882,6945
SPD_1830,14453,16189,3596,3796,94556,82379,52212,51289,40333,37667,47282,59030,20821,16686,17106,4385,1756,13196
SPD_1831,8672,10304,2351,2883,103605,91581,59459,56658,40214,37696,49434,60196,19648,14751,14768,3285,1520,8998
SPD_1832,1271,1643,425,402,24628,22646,15205,13446,9805,8747,12285,14753,4297,3370,3457,802,252,1891
SPD_1833,1512,2123,517,689,38752,37189,24701,21021,15313,15143,20620,24492,6847,5416,5087,1310,593,2879
adhE,18166,16431,12844,12519,8675,7401,8507,10793,6275,4521,4950,5985,8526,4310,4947,7978,5765,5662
SPD_1835,178,133,229,145,192,190,235,222,129,152,186,205,246,173,164,252,134,221
SPD_1836,6836,6092,4221,4091,15758,13529,20284,23607,10887,8616,10157,12042,9495,8995,9210,7154,3241,9690
SPD_1837,11032,9273,7809,7210,28410,24475,34253,35982,19479,15796,17092,21523,18115,16742,17561,13824,6095,18351
yajC,10566,8660,8660,7761,26021,26125,34996,27353,20190,17333,17532,22037,16143,17586,17086,15158,6653,17303
tkt,31774,28597,27661,28056,143304,112021,176141,254946,87163,69591,77553,89783,66706,59079,72325,45857,20468,69859
SPD_1840,111,113,70,91,362,306,585,652,240,208,222,281,259,233,243,130,47,216
SPD_1841,343,261,132,116,777,714,517,478,723,648,341,381,591,515,492,847,423,629
araD,30,35,17,13,49,46,58,67,23,14,44,31,60,27,28,13,16,33
SPD_1843,18,13,17,14,58,36,66,63,51,27,37,21,28,34,44,43,5,31
ulaD,18,16,9,22,54,44,31,54,31,36,24,18,18,11,42,9,21,24
SPD_1845,13,6,2,8,31,36,45,50,26,13,28,25,24,24,35,31,11,25
SPD_1846,18,12,5,11,47,36,36,56,31,14,20,43,24,28,28,43,7,30
SPD_1847,56,37,20,27,131,95,106,98,89,74,65,76,103,55,59,60,24,88
SPD_1848,1800,1504,947,1017,2988,2685,2011,2253,2739,2941,1900,2742,3452,2126,2274,2230,1115,3540
SPD_1849,36381,32185,21473,21090,55316,50681,58997,58642,31097,29037,23672,30940,25578,17962,19084,20778,9577,24792
SPD_1850,18519,16390,9985,9365,24305,21881,25913,30242,13696,12156,10765,12831,10536,9111,10084,10068,4213,13538
rnpA,9199,8562,7946,7078,13028,12154,15696,12483,8394,7184,7261,8575,5764,6949,5935,5690,2539,8251
SPD_1852,53,46,37,58,24,40,14,8,28,73,7,18,47,22,19,60,19,50
ackA,18623,15837,11631,11286,60725,49927,55986,68628,22742,19378,20784,24251,19856,18810,20464,15862,7472,20790
SPD_1854,4296,4022,2829,2802,8506,7228,9103,10236,5457,5109,4623,5212,6686,7357,7372,4880,2434,7676
SPD_1855,130,91,56,55,30,45,63,58,387,103,2353,775,36293,38405,43645,9256,2823,26718
SPD_1856,80,61,34,32,18,17,48,39,267,70,1791,712,25895,27267,28886,7098,2354,17830
cglG,109,97,99,77,54,39,76,70,584,92,3644,1242,47185,53680,49492,13032,3799,31671
cglF,54,60,33,29,26,34,49,63,361,50,1572,548,23168,23902,29208,5339,1502,17274
cglE,30,36,20,12,12,12,13,19,285,25,960,334,14445,14996,17381,3084,902,9304
cglD,70,59,46,47,40,47,63,53,828,74,2957,968,41555,40476,44476,8375,2514,23694
cglC,50,39,25,28,18,21,42,41,602,67,2322,894,29304,31457,27623,6409,2091,16242
cglB,175,161,60,95,100,129,189,226,2974,273,8452,3013,108993,111904,125025,22474,7261,72646
cglA,133,161,84,82,229,227,311,337,3805,404,9794,3733,111075,134544,132514,26514,8735,85222
SPD_1864,13011,12134,9096,8487,15307,18215,25754,16273,8140,6676,5582,6783,6264,4418,4934,9831,4381,9275
SPD_1865,14563,12074,5649,5316,19122,15629,11224,13417,11051,9733,6906,8497,15878,6618,6992,12369,6572,11402
nagA,34947,32687,22246,21929,55391,41288,51017,73956,37193,29493,25902,29793,34732,27726,29303,23626,10519,32294
SPD_1867,38282,33118,30234,29313,48178,40012,68380,81754,23931,19830,27915,30705,17558,21483,22878,20744,9718,26770
tgt,51188,48197,26393,27067,12516,10070,7410,9233,10038,7699,3074,3585,7905,6742,8540,17899,7566,22559
SPD_1869,5574,4474,3388,3103,4858,5609,9075,6240,2966,2658,3948,3823,2308,2864,3200,2608,1213,3410
SPD_1870,1960,1818,998,1021,3745,3063,5399,5991,1649,1282,1349,1562,1358,1483,1673,1258,551,2139
SPD_1871,502,508,232,302,875,961,1821,1348,178,146,138,192,164,130,187,201,101,182
SPD_1872,553,545,220,260,966,817,1882,2069,159,106,101,116,151,133,199,181,65,183
SPD_1873,120,141,40,82,277,321,660,552,49,58,54,34,22,67,72,25,0,21
SPD_1874,20283,24135,6751,8661,107127,106970,317021,317677,12719,10397,10154,12552,12864,14171,17288,4693,1986,8763
SPD_1875,5772,5040,2220,2220,2084,1831,2621,2947,2095,1732,1770,2047,1079,1339,1427,835,369,1097
SPD_1876,12148,10601,4109,4254,4721,3914,6341,9036,4162,3324,4109,4399,2558,3277,3612,1663,683,2797
thrC,45926,40876,17056,17598,44319,35443,52518,66724,25991,19870,21816,25637,20600,17885,20761,11258,5231,18831
SPD_1878,39379,32345,16844,16088,31903,29451,44885,42041,21138,19236,24416,28193,19402,20465,18765,12340,6594,17144
tRNA-Leu-6,168,289,103,139,8,13,7,16,12,13,7,4,14,27,17,19,14,112
tRNA-Gln-2,237,186,105,129,6,15,3,7,12,22,2,6,19,25,12,12,6,74
tRNA-His-1,553,491,208,236,17,28,15,14,24,26,7,16,32,31,54,42,30,171
tRNA-Trp-1,493,531,335,331,30,50,21,10,48,40,23,13,23,56,74,128,68,215
tRNA-Tyr-2,114,125,52,69,12,8,6,4,9,11,8,3,4,11,25,30,6,64
tRNA-Phe-2,129,122,51,75,18,21,12,6,9,14,21,8,14,25,25,27,15,90
tRNA-Met-4,19,22,9,8,4,1,2,4,2,6,4,3,1,5,6,11,1,16
tRNA-Ser-4,5423,5649,3392,3503,746,1008,530,362,1159,955,378,422,783,1384,1148,1909,1155,4669
tRNA-Ile-2,2083,3202,1479,1743,339,405,183,163,388,414,114,140,272,597,318,672,434,1740
tRNA-Gly-4,687,574,358,366,11,10,9,8,8,21,2,2,18,21,7,40,12,52
tRNA-Val-3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rrfD,48,56,43,50,56,35,22,12,27,149,24,21,41,101,19,66,36,73
rrlD,14205,16552,5774,5475,43683,8775,21933,42854,5859,30635,4913,8557,25051,16709,8584,7584,2943,37011
tRNA-Ala-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rrsD,6199,6177,2168,2167,15940,2915,9451,18699,3047,9637,1634,3139,11305,6361,2756,3292,1081,21047
tRNA-Glu-4,127,108,88,86,201,213,199,135,124,208,141,214,150,175,108,240,127,123
SPD_1895,14248,12701,9703,9321,14089,12828,14792,15160,8954,8229,6812,7777,8576,7271,7447,8821,4449,11237
gltX,40020,35832,25676,25526,43825,37781,43669,47239,28138,23972,19725,23995,29302,22474,24575,32728,14915,40104
pgi,80214,71557,56933,56744,109426,92918,93479,114758,79149,71374,55294,70042,77579,56708,63818,59721,27806,72880
SPD_1898,113,102,56,78,848,906,641,504,762,1173,696,890,1238,729,605,1049,765,858
SPD_1899,1401,1529,645,684,13571,10428,10234,13103,8685,7988,4445,5538,13335,7429,9457,10353,5509,13509
SPD_1900,16772,15305,8023,8544,30724,26484,55128,72615,21946,19613,42064,50562,23760,26355,32200,6849,3071,18822
SPD_1901,20,22,19,22,37,15,22,48,19,4,8,15,26,18,30,8,11,22
SPD_1902,9319,8618,4577,4868,18916,15800,29875,42537,14951,13818,22317,26742,15666,13520,16334,6424,3075,13403
hexA/mutS,16865,16634,8787,9536,13132,10612,8948,13122,11345,9421,6755,8418,9760,7667,9813,7495,3606,14170
R10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
argR,9840,8468,5712,5345,4219,4546,4111,3004,3392,3229,2444,2810,2803,2699,2417,3172,1838,3714
argS,20438,18157,13252,12797,45607,39876,44396,46667,28726,25441,22918,25152,21585,20261,25245,18810,8067,26669
SPD_1906,19,23,12,12,5,10,8,5,12,4,2,5,3,6,12,3,1,5
SPD_1907,11203,9532,7177,6977,10920,9271,9788,10392,7258,6210,6231,7140,5128,5168,6202,3660,1725,5756
SPD_1908,24332,20866,16061,16253,22954,19262,24397,27416,14464,12302,12683,14594,10820,10797,12562,9279,4201,14239
pnpS,43565,37662,25733,26054,21916,19139,25500,28190,16656,13587,13495,15683,10890,11655,13995,10033,4784,16069
pstS,1323,1135,515,474,935,768,903,927,831,723,1104,1565,820,593,678,490,101,643
pstC,689,605,171,203,244,206,271,335,236,222,344,452,221,190,218,70,33,248
pstA,636,577,216,169,229,206,259,263,193,143,389,382,166,159,248,119,54,201
pstB,698,579,215,218,261,246,252,233,223,204,439,465,163,178,200,92,16,193
phoU,617,531,157,168,250,245,196,249,246,176,377,501,130,157,209,116,27,157
SPD_1915,45,31,17,12,6,6,2,6,11,19,0,8,3,3,12,7,5,6
SPD_1916,171,122,73,76,62,64,97,55,83,159,103,143,132,72,136,33,18,105
SPD_1917,25,18,11,14,21,19,12,21,34,31,21,19,17,23,40,9,5,21
gpsA,18143,16667,12422,12242,58118,51334,67560,70142,30252,26619,29513,32952,26178,24723,30295,24228,10984,32358
galU,23589,22773,18263,18920,62953,54368,76245,85696,32333,29533,33994,37044,26076,22835,28150,19674,9062,26536
SPD_1920,3325,3078,1985,2180,9413,7664,9491,14007,7590,7160,9136,9539,7620,7087,7359,2980,1636,5939
SPD_1921,2706,2665,1604,1861,7431,6026,8380,11617,5522,5030,6638,7386,5649,5459,6119,2423,973,4994
SPD_1922,5183,5436,3040,3425,16880,13206,18964,31726,11344,9684,12543,14465,12532,10763,13793,6198,2940,12450
SPD_1923,8694,8469,4443,4929,33436,26894,40791,62746,20202,16608,20537,24380,18451,19046,21596,10499,5225,20906
SN45,2529,2061,1504,1391,3333,2957,4409,3677,2495,2648,2736,3329,2261,2969,2434,1923,1000,2814
SPD_1924,10531,9287,5347,5449,8664,8412,11419,12104,6638,6365,5778,6659,5242,5672,6237,4790,2313,7494
pbp1B,47923,43110,28346,29049,45757,38333,54101,65173,23384,19798,19970,22717,22535,17585,19464,24388,11398,34696
tyrS,43036,39000,29389,29370,152734,122980,169016,224139,102411,85443,86744,107060,98901,78613,79831,73167,32493,100804
SPD_1927,64875,53401,44477,42481,93120,82542,82249,82463,59950,50263,51094,63585,52127,44533,44427,30180,15119,48951
SPD_1928,12253,10566,10483,10369,34097,33704,34934,28252,19680,16860,20655,24248,14840,13776,12749,8617,3774,11278
rrmA,1847,1595,1208,1163,3354,3306,5081,4497,2094,1862,2629,2802,1877,2024,2603,1762,820,2901
SPD_1930,33,31,11,23,33,54,23,6,47,54,14,25,33,40,21,54,37,50
SPD_1931,1184,993,697,677,5779,5732,4182,3481,3198,3073,2764,3481,3120,2147,2044,2454,1272,2961
malP,43908,48282,18477,21144,33883,28753,19114,25195,9576,11063,11317,15652,16136,6494,7779,9121,4186,12469
malQ,53939,52451,25614,28262,17063,13449,10150,13768,5437,7196,5945,8754,10870,3958,5294,7624,3733,10587
malX,15225,13738,9354,9124,112345,96826,76160,90247,29409,26478,31944,37284,22560,19898,22401,16702,8012,21248
malC,6720,6052,3571,3289,22251,20629,19233,20936,7134,6156,9636,9853,5053,4797,6134,3167,1676,4447
malD,3520,3124,1995,2064,14983,13922,14001,15659,4569,3845,6386,6925,3114,2980,3632,1283,677,1954
malA,2849,2759,1588,1385,8504,8369,12768,11121,4782,4419,6525,7253,4318,4021,4875,2796,1328,4052
malR,4344,3963,2370,2441,12181,11578,17637,17865,6238,6020,8257,9367,5737,4966,6012,3322,1464,4685
SPD_1939,43,22,22,21,6,6,13,8,19,16,6,19,9,10,15,10,2,9
SPD_1940,22616,19024,15036,14938,29029,24268,31223,39832,16457,14146,15011,18686,13406,12761,14128,10116,4673,16350
aspS,26803,25112,17492,17334,43624,33418,46966,72773,24987,19479,20552,24223,20009,20413,25246,17586,7787,32133
SPD_1942,135,120,94,66,99,98,126,126,108,79,92,94,164,131,128,252,105,383
SPD_1943,3199,3385,1621,1689,2774,3939,6116,3690,1447,1407,1519,1842,1390,1806,2422,1427,664,2374
SPD_1944,2798,2422,1790,1678,5099,4640,6311,7122,2885,2822,3510,4047,3650,3563,3679,1932,962,3001
SPD_1945,2641,2296,1974,1843,5172,4603,6185,5650,2947,3288,3762,4389,4107,3824,3555,2309,1239,2879
SPD_1946,427,384,328,315,810,606,764,720,511,491,479,569,631,566,496,440,202,508
SPD_1947,429,394,237,196,603,513,759,908,300,308,273,392,430,341,577,286,82,382
SPD_1948,1180,988,1109,904,1634,1735,2185,1573,1077,1313,1223,1602,1418,1508,1138,1127,562,1149
SPD_1949,1236,1032,762,787,1592,1504,2327,2191,717,626,784,1203,570,679,780,420,199,705
hisS,16718,16146,9994,10620,28407,22308,38001,51964,12565,9145,13472,14642,8804,10426,12175,7259,3082,11572
SPD_1951,290,226,140,146,475,408,625,672,214,249,467,497,230,218,272,86,37,190
SPD_1952,1249,1099,471,523,2257,1871,2385,2089,1134,1190,1361,1757,917,958,970,508,337,959
SPD_1953,119,96,51,32,59,58,89,69,17,31,53,68,9,38,38,9,4,14
SPD_1954,887,1097,513,500,3312,4116,5535,3154,2089,1794,2552,2803,1379,2580,2706,1070,537,2465
SPD_1955,19,29,18,5,39,33,38,30,60,43,50,67,35,33,62,23,10,43
ilvD,24772,24178,12745,13764,87876,65249,122655,214073,30213,22986,43982,50703,27314,32975,38747,12888,5911,31246
SPD_1957,1649,1321,1625,1433,6016,5561,7122,6919,3504,3095,4406,5389,2912,2520,2410,1226,588,1709
SPD_1958,1262,919,1085,1001,4310,3840,4969,4689,2341,2250,2850,3616,1998,1774,1669,903,454,1148
ulaA,1425,1101,1252,1107,4762,4122,5126,6067,2709,2511,3223,3628,2182,2106,2009,1034,452,1613
SPD_1960,240,168,226,226,679,592,711,725,369,367,445,460,313,300,299,190,123,180
SPD_1961,2600,2138,2271,2004,4685,4220,5585,4892,2769,2469,2971,3377,2479,2429,2319,1620,804,2111
SPD_1962,3049,2849,1772,1839,22528,19039,40290,50003,8377,7578,15701,18538,18876,20652,21479,25175,11424,36756
rpmF,51871,41252,31010,28681,15315,18707,6716,3742,19795,18190,6788,7058,14036,25090,16047,21120,9183,28485
rpmG,69119,58746,37921,35921,19423,22691,9441,6322,25764,22382,8513,8871,17618,27333,24362,23690,10056,35919
pcpA,5938,4560,4037,3660,2331,2514,3579,2775,1393,1716,2039,2742,1461,1251,1057,1839,855,1307
SN46,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,4,1,0
SPD_1966,16,13,8,18,12,9,10,19,9,19,11,7,5,1,24,35,5,6
SPD_1967,4,2,4,1,5,2,0,1,0,3,2,0,0,2,4,0,0,10
SPD_1968,16,9,21,22,10,11,4,6,10,2,0,6,10,5,19,21,24,9
SPD_1969,174,152,352,356,326,296,321,464,104,61,60,64,90,109,136,80,27,123
SPD_1970,48,53,111,136,89,92,87,140,29,31,34,13,38,31,33,19,12,40
SPD_1971,625,566,1000,960,702,596,707,1045,240,192,152,219,223,203,303,205,109,270
SPD_1972,346,323,440,418,231,151,217,311,68,77,41,71,67,84,85,117,39,108
SPD_1973,520,498,487,432,989,1010,1261,1207,570,585,616,683,471,471,646,488,159,591
SPD_1974,498,518,406,451,841,694,894,1374,542,389,448,402,402,444,531,410,211,636
arcA,17455,16655,10901,10765,23450,19669,22882,25463,12527,11861,9331,11337,13605,12410,13598,18779,9100,28741
arcB,21003,19907,14101,14514,31076,27465,28845,34164,12524,12635,10349,12752,10478,9377,10005,10350,4740,14948
arcC,4544,4227,2800,2994,8412,7424,8393,8586,3908,3966,3935,4814,3739,2585,2858,2128,1114,3560
SPD_1978,5143,4520,2624,2464,14231,11669,15843,20354,5415,5103,7418,8660,5753,4078,4979,2135,1095,3732
SPD_1979,3966,3695,2012,2090,11417,9797,14269,18482,4916,3943,7551,9212,4931,4076,4738,1515,696,3138
SPD_1980,31,25,19,16,7,11,8,6,15,12,1,6,4,2,6,1,26,1
SPD_1981,361,280,289,233,966,1020,530,371,1097,1241,760,865,1153,1208,904,1244,730,1332
SPD_1982,127,70,66,73,279,220,125,171,261,209,164,150,247,317,301,341,124,360
SPD_1983,7,3,8,8,10,3,7,9,92,5,7,13,6,50,32,11,2,13
SPD_1984,8701,7363,6925,6737,286141,234535,272750,330886,128643,109404,148365,177873,151981,153480,153232,101032,43687,149947
SPD_1985,174,142,84,84,237,206,155,170,149,124,119,114,134,120,156,136,47,127
fucI,281,224,159,156,583,467,583,725,462,332,421,510,358,316,380,247,88,304
SPD_1987,220,159,113,143,495,477,484,455,366,321,338,544,309,364,380,307,126,304
SPD_1988,109,68,69,45,320,306,385,390,218,191,365,342,196,209,251,156,196,188
SPD_1989,131,143,102,76,578,580,794,829,396,356,455,691,331,352,336,126,119,218
SPD_1990,96,76,41,35,262,266,376,366,192,172,211,274,138,142,177,107,68,130
SPD_1991,70,79,31,36,141,134,190,166,106,150,134,117,48,63,98,44,24,78
SPD_1992,46,27,23,43,114,106,175,97,83,76,95,99,32,53,57,22,28,53
fucU,39,38,31,32,75,92,107,81,45,34,57,61,61,51,34,51,15,43
fucA,50,57,43,33,132,93,135,137,67,64,67,81,56,52,74,84,40,76
fucK,154,129,135,83,201,160,267,233,159,157,133,189,139,113,155,138,77,159
SPD_1996,1154,1032,791,666,5130,4934,3786,3197,2450,2571,2764,3481,2270,1815,1605,1416,491,1428
SN27,4641,4968,5478,5229,5301,13555,18924,3752,13065,11161,12985,14744,6904,21374,18624,20306,10304,36542
srn503,9656,10225,6350,6436,6638,17395,25406,4521,8101,7833,8699,9332,4585,11244,14572,7724,4169,16995
adcA,36790,31731,11639,11723,41047,35921,21976,26208,24915,25285,11840,14750,18499,10537,12824,12475,5403,12997
