Uniprot.ID.1,Gene.names.1,Gene.names.2,Uniprot.ID.2,Layer
E1W823,pdhR,mraY,E1W7Z7,Transcriptional_regulatory
E1W824,aceE,aceF,E1W825,Metabolic
E1W824,aceE,lpdA,E1W826,Metabolic
E1W824,aceE,sucA,E1W9M9,Metabolic
E1W825,aceF,lpdA,E1W826,Metabolic
E1W825,aceF,sucA,E1W9M9,Metabolic
E1W826,lpdA,sucB,E1W9N0,Metabolic
E1W826,lpdA,sucA,E1W9M9,Metabolic
E1W826,lpdA,aceF,E1W825,PPI
E1W826,lpdA,ilvE,E1WDX0,Metabolic
E1W826,lpdA,SL1344_0833,E1W9Z3,Metabolic
E1W826,lpdA,sucB,E1W9N0,PPI
E1W830,acnB,trxA,E1WDY2,PPI
E1W830,acnB,thiJ,E1W8U3,PPI
E1W830,acnB,acnA,E1WC44,Metabolic
E1W830,acnB,prpD,E1W8N1,Metabolic
E1W832,SL1344_0161,rnpA,E1WDR6,PPI
E1W835,pdxA,thrB,E1W7M6,Metabolic
E1W835,pdxA,serC,E1W708,Metabolic
E1W838,speE,speD,E1W837,Metabolic
E1W838,speE,yhdJ,E1WIG9,PPI
E1W840,yacK,ybaR,E1W906,Metabolic
E1W840,yacK,ompF,E1W730,Metabolic
E1W842,hpt,xapA,E1WCQ6,Metabolic
E1W842,hpt,SL1344_3713,E1WDH6,Metabolic
E1W842,hpt,deoD,E1WBA0,Metabolic
E1W842,hpt,yaaF,E1W7S5,Metabolic
E1W853,panC,panD,E1W852,Metabolic
E1W853,panC,ilvC,E1WDX6,Metabolic
E1W853,panC,apbA,E1W8U4,Metabolic
E1W853,panC,cycA,E1WAT3,Metabolic
E1W853,panC,SL1344_2535,E1WJ48,Metabolic
E1W855,folK,folB,E1WHZ3,Metabolic
E1W856,pcnB,hrpA,E1WBX2,PPI
E1W856,pcnB,eno,E1WAJ6,PPI
E1W858,dksA,trxA,E1WDY2,PPI
E1W858,dksA,greA,E1WI82,PPI
E1W858,dksA,proP,E1WG83,PPI
E1W859,sfsA,yehT,E1WH92,PPI
E1W859,sfsA,proA,E1W8I6,PPI
E1W862,mrcB,ftsW,E1W7Z9,PPI
E1W862,mrcB,mrcA,E1WIS0,Metabolic
E1W862,mrcB,ftsI,E1W7Z4,PPI
E1W862,mrcB,murG,E1W800,Metabolic
E1W863,fhuA,tonB,E1WC68,PPI
E1W863,fhuA,exbD,E1WHU6,Metabolic
E1W863,fhuA,exbB,E1WHU7,Metabolic
E1W863,fhuA,tonB,E1WC68,Metabolic
E1W865,fhuD,foxA,E1W8M5,Metabolic
E1W865,fhuD,fhuA,E1W863,Metabolic
E1W866,fhuB,foxA,E1W8M5,Metabolic
E1W866,fhuB,fhuD,E1W865,Metabolic
E1W866,fhuB,fhuA,E1W863,Metabolic
E1W874,hemL,hemA,E1WG14,Metabolic
E1W875,clcA,ompF,E1W730,Metabolic
E1W875,clcA,clcB,E1WBH2,Metabolic
E1W878,btuF,btuC,E1WFK7,PPI
E1W881,htrA,ompX,E1W9W9,PPI
E1W881,htrA,malE,E1WES0,PPI
E1W881,htrA,SL1344_1663,E1WC63,PPI
E1W881,htrA,ompA,E1W7A2,PPI
E1W881,htrA,fkpA,E1WIN0,PPI
E1W885,dapD,dapB,E1W7T8,Metabolic
E1W885,dapD,trxA,E1WDY2,PPI
E1W885,dapD,speB,E1WHL8,PPI
E1W886,glnD,glnK,E1W8X2,PPI
E1W886,glnD,glnB,E1WJ37,PPI
E1W888,rpsB,rpsU,E1WHZ6,PPI
E1W888,rpsB,thiJ,E1W8U3,PPI
E1W890,pyrH,tdk,E1WFZ0,Metabolic
E1W890,pyrH,trxA,E1WDY2,PPI
E1W891,frr,galE,E1W9R4,PPI
E1W891,frr,fdx,E1WJ14,PPI
E1W891,frr,SL1344_2445,E1WCW6,PPI
E1W891,frr,galK,E1W9R2,PPI
E1W891,frr,rpsL,E1WIM5,PPI
E1W891,frr,SL1344_4028,E1WED4,PPI
E1W891,frr,gcvR,E1WCX4,PPI
E1W891,frr,dnaN,E1WDR3,PPI
E1W891,frr,tpx,E1WC12,PPI
E1W891,frr,gloA,E1WFU9,PPI
E1W891,frr,garR,E1W927,PPI
E1W891,frr,entA,E1W999,PPI
E1W891,frr,truA,E1WCK8,PPI
E1W891,frr,ybdH,E1W9A3,PPI
E1W891,frr,ndk,E1WJ02,PPI
E1W891,frr,SL1344_4199,E1WEV3,PPI
E1W891,frr,ahpC,E1W9A9,PPI
E1W891,frr,SL1344_4176,E1WET0,PPI
E1W892,dxr,dxs,E1W8T2,Metabolic
E1W892,dxr,thiG,E1WEK4,Metabolic
E1W892,dxr,thiH,E1WEK3,Metabolic
E1W893,SL1344_0222,lytB,E1W7S3,Metabolic
E1W893,SL1344_0222,ispA,E1W8T3,Metabolic
E1W893,SL1344_0222,idi,E1WHH9,Metabolic
E1W894,cdsA,cls,E1WC70,Metabolic
E1W894,cdsA,ybhO,E1W9U9,Metabolic
E1W894,cdsA,cdh,E1WEB9,Metabolic
E1W894,cdsA,plsC,E1WHW1,Metabolic
E1W894,cdsA,dgkA,E1WES7,Metabolic
E1W896,yaeT,SL1344_2623,E1WJD7,PPI
E1W896,yaeT,surA,E1W7W5,PPI
E1W896,yaeT,damX,E1WIR2,PPI
E1W896,yaeT,smpA,E1WJH1,PPI
E1W896,yaeT,nlpB,E1WCX2,PPI
E1W896,yaeT,SL1344_2482,E1WIZ6,PPI
E1W896,yaeT,phoE,E1W8I4,PPI
E1W898,lpxD,lpxC,E1W806,Metabolic
E1W898,lpxD,fabG,E1WF64,Metabolic
E1W898,lpxD,acpP,E1WF65,PPI
E1W899,fabZ,trxA,E1WDY2,PPI
E1W899,fabZ,fabG,E1WF64,Metabolic
E1W8A0,lpxA,glmU,E1WDT8,Metabolic
E1W8A0,lpxA,fabG,E1WF64,Metabolic
E1W8A1,lpxB,lpxD,E1W898,Metabolic
E1W8A1,lpxB,SL1344_3613,E1WD76,PPI
E1W8A1,lpxB,SL1344_0528,E1W942,Metabolic
E1W8A3,dnaE,holC,E1WB10,PPI
E1W8A3,dnaE,holA,E1W9E7,PPI
E1W8A3,dnaE,holD,E1WB88,PPI
E1W8A4,accA,accB,E1WIG2,Metabolic
E1W8A4,accA,yadF,E1W843,Metabolic
E1W8A4,accA,accC,E1WIG3,Metabolic
E1W8A4,accA,accD,E1WCK6,Metabolic
E1W8A6,ldcC,lysA,E1WAQ6,Metabolic
E1W8A6,ldcC,SL1344_2329,E1WCK0,Metabolic
E1W8A6,ldcC,cadA,E1WJ35,Metabolic
E1W8A6,ldcC,cadA,E1WJ35,PPI
E1W8A8,mesJ,proP,E1WG83,PPI
E1W8A9,rof,SL1344_1024,E1W7B6,PPI
E1W8B4,proS,fliN,E1WGL3,PPI
E1W8B8,yaeE,yaeC,E1W8B7,Metabolic
E1W8C0,SL1344_0249,csrA,E1WA71,PPI
E1W8C0,SL1344_0249,rfaE,E1WHY7,Metabolic
E1W8C1,yafB,mgsA,E1W7A8,Metabolic
E1W8C1,yafB,SL1344_1223,E1WFF4,Metabolic
E1W8C7,gloB,SL1344_0236,E1W8A7,Metabolic
E1W8C7,gloB,gloA,E1WFU9,Metabolic
E1W8D0,dnaQ,holA,E1W9E7,PPI
E1W8D0,dnaQ,dnaE,E1W8A3,PPI
E1W8D0,dnaQ,dnaN,E1WDR3,PPI
E1W8H3,SL1344_0305,fadA,E1WE43,Metabolic
E1W8H3,SL1344_0305,entE,E1W997,Metabolic
E1W8H3,SL1344_0305,SL1344_1284,E1WFL7,Metabolic
E1W8H3,SL1344_0305,fadD,E1WG56,Metabolic
E1W8H3,SL1344_0305,SL1344_2358,E1WCM9,Metabolic
E1W8H4,gmhA,tal,E1WCV7,Metabolic
E1W8H4,gmhA,talB,E1W7N0,Metabolic
E1W8H5,SL1344_0307,ppk,E1WCY5,PPI
E1W8H5,SL1344_0307,leuB,E1W7Y4,PPI
E1W8H5,SL1344_0307,bioB,E1W9T2,PPI
E1W8I0,pepD,ggt,E1WIX6,Metabolic
E1W8I0,pepD,pepB,E1WJ12,Metabolic
E1W8I0,pepD,SL1344_4407,E1WB11,Metabolic
E1W8I0,pepD,SL1344_1611,E1WC11,Metabolic
E1W8I0,pepD,zwf,E1WGC6,PPI
E1W8I1,gpt,xapA,E1WCQ6,Metabolic
E1W8I1,gpt,yaaF,E1W7S5,Metabolic
E1W8I1,gpt,SL1344_3713,E1WDH6,Metabolic
E1W8I1,gpt,deoD,E1WBA0,Metabolic
E1W8I1,gpt,hpt,E1W842,Metabolic
E1W8I6,proA,proB,E1W8I5,Metabolic
E1W8I6,proA,yehT,E1WH92,PPI
E1W8J1,leuD2,leuA,E1W7Y5,Metabolic
E1W8J1,leuD2,leuB,E1W7Y4,Metabolic
E1W8J3,SL1344_0327,gph,E1WIQ9,Metabolic
E1W8J3,SL1344_0327,SL1344_1072,E1W7G4,Metabolic
E1W8M5,foxA,tonB,E1WC68,PPI
E1W8M5,foxA,exbD,E1WHU6,Metabolic
E1W8M5,foxA,tonB,E1WC68,Metabolic
E1W8M5,foxA,exbB,E1WHU7,Metabolic
E1W8M6,SL1344_0360,murE,E1W7Z5,PPI
E1W8M7,SL1344_0361,orgAb,E1WAB4,PPI
E1W8M8,prpR,prpR,E1W8M8,Transcriptional_regulatory
E1W8M8,prpR,prpB,E1W8M9,Transcriptional_regulatory
E1W8M9,prpB,acnB,E1W830,Metabolic
E1W8N1,prpD,prpC,E1W8N0,Metabolic
E1W8N2,prpE,acs,E1WEW5,Metabolic
E1W8N2,prpE,pduW,E1WGZ0,Metabolic
E1W8N2,prpE,ackA,E1WCH7,Metabolic
E1W8N2,prpE,aldB,E1WDA8,Metabolic
E1W8N2,prpE,putP,E1W7F5,Metabolic
E1W8N2,prpE,tdcD,E1WI27,Metabolic
E1W8N3,hemB,hemL,E1W874,Metabolic
E1W8P1,ddlA,ddl,E1W802,Metabolic
E1W8P7,proC,putA,E1W7F4,Metabolic
E1W8P7,proC,proP,E1WG83,PPI
E1W8P8,SL1344_0382,SL1344_4492,E1WB95,PPI
E1W8P8,SL1344_0382,fixX,E1W7V2,PPI
E1W8P8,SL1344_0382,minC,E1WG51,PPI
E1W8P8,SL1344_0382,citC,E1W9C5,PPI
E1W8P9,aroL,aroE,E1WIH8,Metabolic
E1W8P9,aroL,aroE,E1WFM6,Metabolic
E1W8P9,aroL,SL1344_3826,E1WDT5,Metabolic
E1W8Q2,SL1344_0386,proP,E1WG83,PPI
E1W8Q4,yajF,xylA,E1WD89,Metabolic
E1W8Q4,yajF,SL1344_0818,E1W9X8,Metabolic
E1W8Q7,sbcD,SL1344_0413,E1W8S9,PPI
E1W8Q7,sbcD,rluA,E1W7W8,PPI
E1W8Q8,phoB,pstC,E1WDT2,Transcriptional_regulatory
E1W8Q8,phoB,SL1344_4162,E1WER7,Transcriptional_regulatory
E1W8Q8,phoB,pstA,E1WDT1,Transcriptional_regulatory
E1W8Q8,phoB,phoE,E1W8I4,Transcriptional_regulatory
E1W8Q8,phoB,sbcC,E1W8Q6,Transcriptional_regulatory
E1W8Q8,phoB,phoB,E1W8Q8,Transcriptional_regulatory
E1W8Q8,phoB,SL1344_1440,E1WBJ2,Transcriptional_regulatory
E1W8Q8,phoB,SL1344_1221,E1WFF2,Transcriptional_regulatory
E1W8Q8,phoB,phoU,E1WDS9,Transcriptional_regulatory
E1W8Q8,phoB,amn,E1WGU3,Transcriptional_regulatory
E1W8Q8,phoB,pstB,E1WDT0,Transcriptional_regulatory
E1W8Q8,phoB,psiF,E1W8P5,Transcriptional_regulatory
E1W8Q8,phoB,pstS,E1WDT3,Transcriptional_regulatory
E1W8Q8,phoB,phoH,E1W7F6,Transcriptional_regulatory
E1W8Q8,phoB,prpR,E1W8M8,Transcriptional_regulatory
E1W8Q8,phoB,phoR,E1W8Q9,Transcriptional_regulatory
E1W8Q8,phoB,sbcD,E1W8Q7,Transcriptional_regulatory
E1W8Q9,phoR,phoB,E1W8Q8,PPI
E1W8R2,malZ,crr,E1WCR7,Metabolic
E1W8R2,malZ,malE,E1WES0,Metabolic
E1W8R2,malZ,SL1344_2532,E1WJ45,Metabolic
E1W8R2,malZ,lamB,E1WES2,Metabolic
E1W8R2,malZ,malG,E1WER8,Metabolic
E1W8R2,malZ,melA,E1WEY8,Metabolic
E1W8R3,SL1344_0397,trxA,E1WDY2,Metabolic
E1W8R3,SL1344_0397,trxC,E1WJC7,Metabolic
E1W8R4,SL1344_0398,fabI,E1WC31,Metabolic
E1W8R8,secD,pheT,E1WFK5,PPI
E1W8S5,SL1344_0409,trxA,E1WDY2,PPI
E1W8S5,SL1344_0409,nrdF,E1WA58,Transcriptional_regulatory
E1W8S5,SL1344_0409,nrdG,E1WAY5,Transcriptional_regulatory
E1W8S5,SL1344_0409,SL1344_1686,E1WFZ5,PPI
E1W8S5,SL1344_0409,nrdD,E1WAY6,Transcriptional_regulatory
E1W8S5,SL1344_0409,nrdE,E1WA57,Transcriptional_regulatory
E1W8S5,SL1344_0409,phnO,E1WEX7,PPI
E1W8S5,SL1344_0409,nrdH,E1WA55,Transcriptional_regulatory
E1W8S5,SL1344_0409,nrdI,E1WA56,Transcriptional_regulatory
E1W8S6,ribD,ribA,E1WC43,Metabolic
E1W8S6,ribD,smpA,E1WJH1,PPI
E1W8S7,ribH,ribE,E1WFU0,Metabolic
E1W8S8,nusB,rpsJ,E1WIL8,PPI
E1W8S9,SL1344_0413,SL1344_1173,E1WFA5,Metabolic
E1W8S9,SL1344_0413,SL1344_0307,E1W8H5,PPI
E1W8S9,SL1344_0413,thiE,E1WEK7,Metabolic
E1W8S9,SL1344_0413,SL1344_1145,E1WF77,Metabolic
E1W8T0,SL1344_0414,pgpB,E1WC42,Metabolic
E1W8T0,SL1344_0414,pgsA,E1WGI2,Metabolic
E1W8T3,ispA,purT,E1WGC3,PPI
E1W8T3,ispA,idi,E1WHH9,Metabolic
E1W8T3,ispA,lytB,E1W7S3,Metabolic
E1W8T5,SL1344_0419,thiS,E1WEK5,Metabolic
E1W8T5,SL1344_0419,SL1344_1307,E1WFN9,Metabolic
E1W8T6,phnV,phnU,E1W8T7,Metabolic
E1W8T6,phnV,phnS,E1W8T9,Metabolic
E1W8U1,phnW,phnV,E1W8T6,Metabolic
E1W8U1,phnW,phnU,E1W8T7,Metabolic
E1W8U1,phnW,phnS,E1W8T9,Metabolic
E1W8U3,thiJ,tpx,E1WC12,PPI
E1W8U3,thiJ,rpsJ,E1WIL8,PPI
E1W8U3,thiJ,rplJ,E1WEJ5,PPI
E1W8U3,thiJ,malT,E1WIU2,PPI
E1W8U3,thiJ,fdnG,E1WBQ1,PPI
E1W8U3,thiJ,sucA,E1W9M9,PPI
E1W8U3,thiJ,aceE,E1W824,PPI
E1W8U3,thiJ,rpsC,E1WIL1,PPI
E1W8U3,thiJ,leuS,E1W9E9,PPI
E1W8U3,thiJ,groEL,E1WF20,PPI
E1W8U3,thiJ,SL1344_3984,E1WE91,PPI
E1W8U3,thiJ,nuoG,E1WCG3,PPI
E1W8U3,thiJ,rplF,E1WIK2,PPI
E1W8U3,thiJ,secA,E1W808,PPI
E1W8U3,thiJ,dnaJ,E1W7N6,PPI
E1W8U3,thiJ,rpmB,E1WDF7,PPI
E1W8U3,thiJ,katE,E1WFI5,PPI
E1W8U3,thiJ,folA,E1W7W0,PPI
E1W8U3,thiJ,acnA,E1WC44,PPI
E1W8U3,thiJ,rpmA,E1WI86,PPI
E1W8U3,thiJ,rpsL,E1WIM5,PPI
E1W8U3,thiJ,fba,E1WHK8,PPI
E1W8U3,thiJ,dnaK,E1W7N5,PPI
E1W8U3,thiJ,thrS,E1WFK0,PPI
E1W8U3,thiJ,pepN,E1W789,PPI
E1W8U3,thiJ,rpsK,E1WIJ4,PPI
E1W8U4,apbA,tolB,E1W9P1,PPI
E1W8U4,apbA,panB,E1W854,Metabolic
E1W8U4,apbA,SL1344_2535,E1WJ48,Metabolic
E1W8U5,SL1344_0429,trxA,E1WDY2,PPI
E1W8U9,cyoE,ispA,E1W8T3,Metabolic
E1W8U9,cyoE,hemH,E1W8Z7,Metabolic
E1W8V0,cyoD,cyoC,E1W8V1,Metabolic
E1W8V0,cyoD,cyoB,E1W8V2,Metabolic
E1W8V0,cyoD,cyoA,E1W8V3,Metabolic
E1W8V1,cyoC,cyoB,E1W8V2,PPI
E1W8V1,cyoC,cyoA,E1W8V3,Metabolic
E1W8V1,cyoC,cyoA,E1W8V3,PPI
E1W8V1,cyoC,cyoB,E1W8V2,Metabolic
E1W8V2,cyoB,cyoA,E1W8V3,Metabolic
E1W8V3,cyoA,cyoD,E1W8V0,PPI
E1W8V3,cyoA,cyoB,E1W8V2,PPI
E1W8V4,ampG,amiA,E1WCT4,Metabolic
E1W8V4,ampG,amiB,E1WF45,Metabolic
E1W8V4,ampG,SL1344_2969,E1WAN4,Metabolic
E1W8V4,ampG,ompF,E1W730,Metabolic
E1W8V5,yajG,SL1344_3545,E1WD10,PPI
E1W8V6,bolA,hyb0,E1WHT8,PPI
E1W8V6,bolA,ptsH,E1WCR5,PPI
E1W8V6,bolA,SL1344_2538,E1WJ51,PPI
E1W8V7,tig,metK,E1WHM9,PPI
E1W8V7,tig,SL1344_4270,E1WF23,PPI
E1W8V7,tig,flgH,E1W7K9,PPI
E1W8V8,clpP,clpX,E1W8V9,PPI
E1W8V8,clpP,trxA,E1WDY2,PPI
E1W8V8,clpP,clpA,E1W6X8,PPI
E1W8V8,clpP,uvrB,E1W9T6,PPI
E1W8W0,lon,torA,E1WDP7,PPI
E1W8W0,lon,clpA,E1W6X8,PPI
E1W8W1,hupB,trxA,E1WDY2,PPI
E1W8W1,hupB,himA,E1WFK6,PPI
E1W8W1,hupB,himD,E1W713,PPI
E1W8W1,hupB,SL1344_4481,E1WB84,PPI
E1W8W7,SL1344_0451,SL1344_1173,E1WFA5,Metabolic
E1W8X3,amtB,nrfD,E1WEX0,Metabolic
E1W8X3,amtB,nrfA,E1WEW7,Metabolic
E1W8X3,amtB,ansB,E1WHP5,Metabolic
E1W8X3,amtB,ompF,E1W730,Metabolic
E1W8X3,amtB,nrfC,E1WEW9,Metabolic
E1W8X3,amtB,nrfB,E1WEW8,Metabolic
E1W8X3,amtB,glnK,E1W8X2,PPI
E1W8X3,amtB,glnL,E1WE60,PPI
E1W8X3,amtB,glnB,E1WJ37,PPI
E1W8X4,tesB,SL1344_1284,E1WFL7,Metabolic
E1W8X4,tesB,SL1344_0833,E1W9Z3,Metabolic
E1W8X4,tesB,SL1344_0305,E1W8H3,Metabolic
E1W8X4,tesB,fadD,E1WG56,Metabolic
E1W8X4,tesB,fadA,E1WE43,Metabolic
E1W8X4,tesB,SL1344_2358,E1WCM9,Metabolic
E1W8X4,tesB,entE,E1W997,Metabolic
E1W8X5,SL1344_0459,SL1344_2356,E1WCM7,PPI
E1W8X8,rpmE2,SL1344_1671,E1WC71,PPI
E1W8X8,rpmE2,SL1344_3299,E1WIB0,PPI
E1W8Y1,maa,malG,E1WER8,Metabolic
E1W8Y1,maa,malZ,E1W8R2,Metabolic
E1W8Y1,maa,malF,E1WER9,Metabolic
E1W8Y1,maa,malE,E1WES0,Metabolic
E1W8Y1,maa,malS,E1WD92,Metabolic
E1W8Y4,acrB,SL1344_0757,E1W9R8,PPI
E1W8Y4,acrB,acrA,E1W8Y5,PPI
E1W8Y4,acrB,yajC,E1W8R7,PPI
E1W8Y6,acrR,SL1344_1439,E1WBJ1,PPI
E1W8Y6,acrR,yhdJ,E1WIG9,PPI
E1W8Y6,acrR,SL1344_3653,E1WDB6,PPI
E1W8Y6,acrR,SL1344_1749,E1WG58,PPI
E1W8Z1,apt,amn,E1WGU3,Metabolic
E1W8Z1,apt,yaaF,E1W7S5,Metabolic
E1W8Z1,apt,deoD,E1WBA0,Metabolic
E1W8Z1,apt,SL1344_3713,E1WDH6,Metabolic
E1W8Z6,adk,rfbN,E1WH18,Metabolic
E1W8Z6,adk,ndk,E1WJ02,Metabolic
E1W8Z6,adk,ntpA,E1WGE1,Metabolic
E1W8Z6,adk,SL1344_2933,E1WAJ8,Metabolic
E1W8Z6,adk,tmk,E1WF69,Metabolic
E1W8Z6,adk,SL1344_3886,E1WDZ3,Metabolic
E1W8Z6,adk,SL1344_3686,E1WDE9,Metabolic
E1W8Z7,hemH,hemG,E1WE48,Metabolic
E1W8Z8,aes,celF,E1WFI3,Metabolic
E1W8Z8,aes,ubiA,E1WES5,Metabolic
E1W8Z8,aes,SL1344_3740,E1WDK0,Metabolic
E1W8Z8,aes,bglA,E1WHJ1,Metabolic
E1W8Z9,gsk,nupG,E1WHQ2,Metabolic
E1W8Z9,gsk,dgt,E1W880,Metabolic
E1W8Z9,gsk,SL1344_0777,E1W9T8,PPI
E1W8Z9,gsk,xapB,E1WCQ5,Metabolic
E1W907,cueR,moaC,E1W9U1,Transcriptional_regulatory
E1W907,cueR,SL1344_0346,E1W8L2,Transcriptional_regulatory
E1W907,cueR,yacK,E1W840,Transcriptional_regulatory
E1W907,cueR,moaD,E1W9U2,Transcriptional_regulatory
E1W907,cueR,SL1344_2549,E1WJ62,Transcriptional_regulatory
E1W907,cueR,SL1344_0345,E1W8L1,Transcriptional_regulatory
E1W907,cueR,pheA,E1WJD9,Transcriptional_regulatory
E1W907,cueR,ydgA,H8WUY6,Transcriptional_regulatory
E1W907,cueR,SL1344_1219,E1WFF0,Transcriptional_regulatory
E1W907,cueR,SL1344_0347,E1W8L3,Transcriptional_regulatory
E1W907,cueR,pagK,E1WGA5,Transcriptional_regulatory
E1W907,cueR,SL1344_3616,E1WD79,Transcriptional_regulatory
E1W907,cueR,SL1344_0348,E1W8L4,Transcriptional_regulatory
E1W907,cueR,ydfA,H8WUY4,Transcriptional_regulatory
E1W907,cueR,ybaR,E1W906,Transcriptional_regulatory
E1W907,cueR,SL1344_0783,E1W9U4,Transcriptional_regulatory
E1W907,cueR,moaB,E1W9U0,Transcriptional_regulatory
E1W907,cueR,moaA,E1W9T9,Transcriptional_regulatory
E1W907,cueR,SL1344_1220,E1WFF1,Transcriptional_regulatory
E1W907,cueR,rbsK,E1WDW1,Transcriptional_regulatory
E1W907,cueR,cueR,E1W907,Transcriptional_regulatory
E1W907,cueR,sbp,E1WEB8,Transcriptional_regulatory
E1W907,cueR,shdA,E1WIY9,Transcriptional_regulatory
E1W907,cueR,SL1344_1221,E1WFF2,Transcriptional_regulatory
E1W907,cueR,SL1344_2746,E1WA14,Transcriptional_regulatory
E1W907,cueR,lrhA,E1WCH0,Transcriptional_regulatory
E1W907,cueR,ssb,H8WUX7,Transcriptional_regulatory
E1W907,cueR,moaE,E1W9U3,Transcriptional_regulatory
E1W907,cueR,SL1344_0168,E1W839,Transcriptional_regulatory
E1W907,cueR,grxB,E1W7J4,Transcriptional_regulatory
E1W907,cueR,pagM,E1WGA4,Transcriptional_regulatory
E1W907,cueR,SL1344_0349,E1W8L5,Transcriptional_regulatory
E1W907,cueR,SL1344_1103,E1W7J5,Transcriptional_regulatory
E1W907,cueR,SL1344_2548,E1WJ61,Transcriptional_regulatory
E1W907,cueR,rbsR,E1WDW2,Transcriptional_regulatory
E1W907,cueR,SL1344_1588,E1WBY8,Transcriptional_regulatory
E1W907,cueR,SL1344_2300,E1WCH1,Transcriptional_regulatory
E1W907,cueR,SL1344_0350,E1W8L6,Transcriptional_regulatory
E1W907,cueR,serS,E1W6Z5,Transcriptional_regulatory
E1W907,cueR,SL1344_1105,E1W7J7,Transcriptional_regulatory
E1W907,cueR,rimJ,E1W7J6,Transcriptional_regulatory
E1W907,cueR,ydfB,H8WUY5,Transcriptional_regulatory
E1W907,cueR,mviM,E1W7J8,Transcriptional_regulatory
E1W914,tesA,SL1344_0305,E1W8H3,Metabolic
E1W914,tesA,pldA,E1WE19,Metabolic
E1W914,tesA,SL1344_0833,E1W9Z3,Metabolic
E1W922,SL1344_0507,allC,E1W934,PPI
E1W922,SL1344_0507,allD,E1W935,Transcriptional_regulatory
E1W922,SL1344_0507,SL1344_0519,E1W933,Transcriptional_regulatory
E1W922,SL1344_0507,allC,E1W934,Transcriptional_regulatory
E1W923,allA,SL1344_0519,E1W933,Metabolic
E1W923,allA,allD,E1W935,Metabolic
E1W923,allA,allC,E1W934,Metabolic
E1W924,allR,caiC,E1W7U5,PPI
E1W924,allR,gip,E1W926,Transcriptional_regulatory
E1W924,allR,allR,E1W924,Transcriptional_regulatory
E1W924,allR,ybbB,E1W921,Transcriptional_regulatory
E1W924,allR,gcl,E1W925,Transcriptional_regulatory
E1W924,allR,SL1344_0507,E1W922,Transcriptional_regulatory
E1W924,allR,allA,E1W923,Transcriptional_regulatory
E1W930,allB,pyrD,E1W790,Metabolic
E1W930,allB,ybbW,E1W929,Metabolic
E1W933,SL1344_0519,allC,E1W934,Metabolic
E1W934,allC,SL1344_4375,E1WAX9,Metabolic
E1W934,allC,allB,E1W930,Metabolic
E1W940,purK,purE,E1W941,Metabolic
E1W940,purK,yadF,E1W843,Metabolic
E1W940,purK,SL1344_4015,E1WEC1,Metabolic
E1W940,purK,purM,E1WCY3,Metabolic
E1W941,purE,purC,E1WCX1,Metabolic
E1W942,SL1344_0528,lpxD,E1W898,Metabolic
E1W949,folD,SL1344_3037,E1WHK1,Metabolic
E1W956,fimZ,yhjC,E1WD37,Transcriptional_regulatory
E1W956,fimZ,yhjD,E1WD38,Transcriptional_regulatory
E1W956,fimZ,uvrB,E1W9T6,PPI
E1W956,fimZ,gtrB,E1W961,Transcriptional_regulatory
E1W956,fimZ,glnL,E1WE60,PPI
E1W956,fimZ,SL1344_1193,E1WFC4,Transcriptional_regulatory
E1W956,fimZ,SL1344_0534,E1W948,Transcriptional_regulatory
E1W956,fimZ,gtrA,E1W962,Transcriptional_regulatory
E1W956,fimZ,SL1344_0547,E1W960,Transcriptional_regulatory
E1W956,fimZ,SL1344_1459,E1WBL1,Transcriptional_regulatory
E1W956,fimZ,SL1344_4440,E1WB42,Transcriptional_regulatory
E1W956,fimZ,yhjB,E1WD36,Transcriptional_regulatory
E1W956,fimZ,SL1344_1191,E1WFC2,Transcriptional_regulatory
E1W956,fimZ,SL1344_1195,E1WFC6,Transcriptional_regulatory
E1W956,fimZ,SL1344_1192,E1WFC3,Transcriptional_regulatory
E1W956,fimZ,SL1344_1190,E1WFC1,Transcriptional_regulatory
E1W956,fimZ,fimA,E1W950,Transcriptional_regulatory
E1W956,fimZ,folD,E1W949,Transcriptional_regulatory
E1W956,fimZ,SL1344_1049,E1W7E1,Transcriptional_regulatory
E1W956,fimZ,SL1344_1194,E1WFC5,Transcriptional_regulatory
E1W956,fimZ,SL1344_1458,E1WBL0,Transcriptional_regulatory
E1W957,fimY,fimZ,E1W956,Transcriptional_regulatory
E1W969,pheP,ompF,E1W730,Metabolic
E1W969,pheP,aroP,E1W822,Metabolic
E1W979,nfnB,nemA,E1WFV0,Metabolic
E1W981,SL1344_0568,ramA,E1W982,Transcriptional_regulatory
E1W981,SL1344_0568,SL1344_0568,E1W981,Transcriptional_regulatory
E1W981,SL1344_0568,SL1344_2753,E1WA19,Transcriptional_regulatory
E1W981,SL1344_0568,SL1344_2754,E1WA20,Transcriptional_regulatory
E1W981,SL1344_0568,SL1344_0567,E1W980,Transcriptional_regulatory
E1W981,SL1344_0568,mgtB,E1WDI8,Transcriptional_regulatory
E1W981,SL1344_0568,SL1344_1957,E1WGR5,Transcriptional_regulatory
E1W981,SL1344_0568,SL1344_1562,E1WBW3,Transcriptional_regulatory
E1W981,SL1344_0568,murI,E1WEI5,Transcriptional_regulatory
E1W981,SL1344_0568,SL1344_2882,E1WAE7,Transcriptional_regulatory
E1W981,SL1344_0568,trmA,E1WEI3,Transcriptional_regulatory
