"Gene.Ontology.ID","Gene.name","Uniprot.ID"
"GO:0006044","nagB","E1W9H8"
"GO:0019262","nagB","E1W9H8"
"GO:0010468","nagC","E1W9H6"
"GO:2000112","nagC","E1W9H6"
"GO:1903506","nagC","E1W9H6"
"GO:0003700","nagC","E1W9H6"
"GO:0016740","nagE","E1W9H9"
"GO:0015572","nagE","E1W9H9"
"GO:0005215","nagE","E1W9H9"
"GO:0016020","nagE","E1W9H9"
"GO:0008982","nagE","E1W9H9"
"GO:0016301","nagE","E1W9H9"
"GO:0019866","nagE","E1W9H9"
"GO:0005886","nagE","E1W9H9"
"GO:0016021","nagE","E1W9H9"
"GO:0016310","nagE","E1W9H9"
"GO:0003700","nhaR","E1W7R4"
"GO:0003677","nhaR","E1W7R4"
"GO:1903506","nhaR","E1W7R4"
"GO:2000112","nhaR","E1W7R4"
"GO:0010468","nhaR","E1W7R4"
"GO:0005524","nrdE","E1WA57"
"GO:0016491","nrdE","E1WA57"
"GO:0061731","nrdE","E1WA57"
"GO:0055114","nrdE","E1WA57"
"GO:0010468","nusB","E1W8S8"
"GO:0032774","nusB","E1W8S8"
"GO:2000112","nusB","E1W8S8"
"GO:1903506","nusB","E1W8S8"
"GO:0003723","nusB","E1W8S8"
"GO:0031564","nusB","E1W8S8"
"GO:0015288","ompA","E1W7A2"
"GO:0016021","ompA","E1W7A2"
"GO:0016020","ompA","E1W7A2"
"GO:0009279","ompA","E1W7A2"
"GO:0005198","ompA","E1W7A2"
"GO:0009405","orgB","E1WAB4"
"GO:0016874","panC","E1W853"
"GO:0000166","panC","E1W853"
"GO:0015940","panC","E1W853"
"GO:0005524","panC","E1W853"
"GO:0009058","panC","E1W853"
"GO:0005737","panC","E1W853"
"GO:0003824","panC","E1W853"
"GO:0016740","pcnB","E1W856"
"GO:0000166","pcnB","E1W856"
"GO:0005524","pcnB","E1W856"
"GO:0003723","pcnB","E1W856"
"GO:0016779","pcnB","E1W856"
"GO:0003677","pdhR","E1W823"
"GO:0010468","pdhR","E1W823"
"GO:0003700","pdhR","E1W823"
"GO:2000112","pdhR","E1W823"
"GO:1903506","pdhR","E1W823"
"GO:0016787","pepD","E1W8I0"
"GO:0008270","pepN","E1W789"
"GO:0046872","pgm","E1W9J2"
"GO:0016853","pgm","E1W9J2"
"GO:0005975","pgm","E1W9J2"
"GO:0071704","pgm","E1W9J2"
"GO:0016866","pgm","E1W9J2"
"GO:0000287","pgm","E1W9J2"
"GO:0016021","pheP","E1W969"
"GO:0022857","pheP","E1W969"
"GO:0005215","pheP","E1W969"
"GO:0006865","pheP","E1W969"
"GO:0016020","pheP","E1W969"
"GO:0016020","phoE","E1W8I4"
"GO:0016021","phoE","E1W8I4"
"GO:0015288","phoE","E1W8I4"
"GO:0034220","phoE","E1W8I4"
"GO:0046930","phoE","E1W8I4"
"GO:0006811","phoE","E1W8I4"
"GO:0009279","phoE","E1W8I4"
"GO:0005524","phoH","E1W7F6"
"GO:0005737","plsX","E1W7M1"
"GO:0006633","plsX","E1W7M1"
"GO:0008654","plsX","E1W7M1"
"GO:0043811","plsX","E1W7M1"
"GO:0006629","plsX","E1W7M1"
"GO:0016740","plsX","E1W7M1"
"GO:0006644","plsX","E1W7M1"
"GO:0003824","plsX","E1W7M1"
"GO:0000166","polB","E1W7X0"
"GO:0071897","polB","E1W7X0"
"GO:0003677","polB","E1W7X0"
"GO:0016779","polB","E1W7X0"
"GO:0003676","polB","E1W7X0"
"GO:0016740","polB","E1W7X0"
"GO:0003887","polB","E1W7X0"
"GO:0003824","poxB","E1W6W8"
"GO:0030976","poxB","E1W6W8"
"GO:0000287","poxB","E1W6W8"
"GO:0016021","ppdD","E1W816"
"GO:0016020","ppdD","E1W816"
"GO:0003755","ppiB","E1W943"
"GO:0016853","ppiB","E1W943"
"GO:0006457","ppiB","E1W943"
"GO:0032774","priB","E1WAS7"
"GO:1990077","priB","E1WAS7"
"GO:0030894","priB","E1WAS7"
"GO:0003697","priB","E1WAS7"
"GO:0003677","priB","E1WAS7"
"GO:0005737","proB","E1W8I5"
"GO:0005524","proB","E1W8I5"
"GO:0000166","proB","E1W8I5"
"GO:0008652","proB","E1W8I5"
"GO:0003723","proB","E1W8I5"
"GO:0016740","proB","E1W8I5"
"GO:0006561","proB","E1W8I5"
"GO:0016301","proB","E1W8I5"
"GO:0055129","proB","E1W8I5"
"GO:0016310","proB","E1W8I5"
"GO:0055129","proC","E1W8P7"
"GO:0055114","proC","E1W8P7"
"GO:0005737","proC","E1W8P7"
"GO:0016491","proC","E1W8P7"
"GO:0004735","proC","E1W8P7"
"GO:0008652","proC","E1W8P7"
"GO:0006561","proC","E1W8P7"
"GO:0016020","proW","E1WA60"
"GO:0016021","proW","E1WA60"
"GO:0005215","proW","E1WA60"
"GO:0005886","proW","E1WA60"
"GO:0019543","prpB","E1W8M9"
"GO:0000287","prpB","E1W8M9"
"GO:0003824","prpB","E1W8M9"
"GO:0016829","prpB","E1W8M9"
"GO:0046872","prpB","E1W8M9"
"GO:0006099","prpC","E1W8N0"
"GO:0005737","prpC","E1W8N0"
"GO:0016740","prpC","E1W8N0"
"GO:0010468","prpR","E1W8M8"
"GO:1903506","prpR","E1W8M8"
"GO:0008134","prpR","E1W8M8"
"GO:0005737","prpR","E1W8M8"
"GO:0000156","prpR","E1W8M8"
"GO:2000112","prpR","E1W8M8"
"GO:0000160","prpR","E1W8M8"
"GO:0019543","prpR","E1W8M8"
"GO:0000166","prpR","E1W8M8"
"GO:0005524","prpR","E1W8M8"
"GO:0003677","prpR","E1W8M8"
"GO:0043565","prpR","E1W8M8"
"GO:0016874","purK","E1W940"
"GO:0006189","purK","E1W940"
"GO:0006164","purK","E1W940"
"GO:0000166","purK","E1W940"
"GO:0034028","purK","E1W940"
"GO:0046872","purK","E1W940"
"GO:0005524","purK","E1W940"
"GO:0022857","putP","E1W7F5"
"GO:0005886","putP","E1W7F5"
"GO:0015824","putP","E1W7F5"
"GO:0016020","putP","E1W7F5"
"GO:0006811","putP","E1W7F5"
"GO:0005298","putP","E1W7F5"
"GO:0006865","putP","E1W7F5"
"GO:0006814","putP","E1W7F5"
"GO:0005215","putP","E1W7F5"
"GO:0016021","putP","E1W7F5"
"GO:0003333","putP","E1W7F5"
"GO:0031402","putP","E1W7F5"
"GO:0015293","putP","E1W7F5"
"GO:0008270","pyrC","E1W7J2"
"GO:0044205","pyrC","E1W7J2"
"GO:0016787","pyrC","E1W7J2"
"GO:0046872","pyrC","E1W7J2"
"GO:0019856","pyrC","E1W7J2"
"GO:0006221","pyrC","E1W7J2"
"GO:0003824","pyrH","E1W890"
"GO:0005737","pyrH","E1W890"
"GO:0006221","pyrH","E1W890"
"GO:0016301","pyrH","E1W890"
"GO:0046940","pyrH","E1W890"
"GO:0016740","pyrH","E1W890"
"GO:0044210","pyrH","E1W890"
"GO:0016310","pyrH","E1W890"
"GO:0008152","pyrH","E1W890"
"GO:0000166","pyrH","E1W890"
"GO:0005524","pyrH","E1W890"
"GO:0004518","recD","E1WAN6"
"GO:0005524","recD","E1WAN6"
"GO:0009338","recD","E1WAN6"
"GO:0003677","recD","E1WAN6"
"GO:0032508","recD","E1WAN6"
"GO:0003678","recD","E1WAN6"
"GO:0016787","recD","E1WAN6"
"GO:0008854","recD","E1WAN6"
"GO:0000166","recD","E1WAN6"
"GO:0016787","rhlE","E1W9V7"
"GO:0003676","rhlE","E1W9V7"
"GO:0000166","rhlE","E1W9V7"
"GO:0005737","rhlE","E1W9V7"
"GO:0005524","rhlE","E1W9V7"
"GO:0003724","rhlE","E1W9V7"
"GO:0042255","rhlE","E1W9V7"
"GO:0046872","ribD","E1W8S6"
"GO:0008270","ribD","E1W8S6"
"GO:0055114","ribD","E1W8S6"
"GO:0008703","ribD","E1W8S6"
"GO:0009231","ribD","E1W8S6"
"GO:0050661","ribD","E1W8S6"
"GO:0016491","ribD","E1W8S6"
"GO:0016787","ribD","E1W8S6"
"GO:0008835","ribD","E1W8S6"
"GO:0003824","ribD","E1W8S6"
"GO:0009398","ribF","E1W7R9"
"GO:0000166","ribF","E1W7R9"
"GO:0016779","ribF","E1W7R9"
"GO:0009231","ribF","E1W7R9"
"GO:0006747","ribF","E1W7R9"
"GO:0016310","ribF","E1W7R9"
"GO:0016301","ribF","E1W7R9"
"GO:0005524","ribF","E1W7R9"
"GO:0016740","ribF","E1W7R9"
"GO:0016740","rimJ","E1W7J6"
"GO:0008080","rimJ","E1W7J6"
"GO:0016829","rlpA","E1W9D9"
"GO:0071555","rlpA","E1W9D9"
"GO:0008932","rlpA","E1W9D9"
"GO:0042834","rlpA","E1W9D9"
"GO:0000270","rlpA","E1W9D9"
"GO:0009982","rluA","E1W7W8"
"GO:0016853","rluA","E1W7W8"
"GO:0003723","rluA","E1W7W8"
"GO:0016853","rluC","E1W7L5"
"GO:0003723","rluC","E1W7L5"
"GO:0009982","rluC","E1W7L5"
"GO:0006417","rmf","E1W798"
"GO:0005737","rmf","E1W798"
"GO:2000112","rnk","E1W9B7"
"GO:0003677","rnk","E1W9B7"
"GO:0070063","rnk","E1W9B7"
"GO:1903506","rnk","E1W9B7"
"GO:0016301","rnk","E1W9B7"
"GO:0016310","rnk","E1W9B7"
"GO:0010468","rnk","E1W9B7"
"GO:0005840","rplI","E1WAS9"
"GO:0003723","rplI","E1WAS9"
"GO:0003735","rplI","E1WAS9"
"GO:0019843","rplI","E1WAS9"
"GO:0006412","rplI","E1WAS9"
"GO:0016787","rppH","E1WAP7"
"GO:0005840","rpsA","E1W712"
"GO:0003676","rpsA","E1W712"
"GO:0003723","rpsA","E1W712"
"GO:0003735","rpsA","E1W712"
"GO:0006412","rpsA","E1W712"
"GO:0003735","rpsF","E1WAS6"
"GO:0005840","rpsF","E1WAS6"
"GO:0019843","rpsF","E1WAS6"
"GO:0003723","rpsF","E1WAS6"
"GO:0006412","rpsF","E1WAS6"
"GO:0016787","sbcC","E1W8Q6"
"GO:0004518","sbcC","E1W8Q6"
"GO:0004518","sbcD","E1W8Q7"
"GO:0016787","sbcD","E1W8Q7"
"GO:0055114","sdhA","E1W9M7"
"GO:0008177","sdhA","E1W9M7"
"GO:0022900","sdhA","E1W9M7"
"GO:0016020","sdhA","E1W9M7"
"GO:0016491","sdhA","E1W9M7"
"GO:0050660","sdhA","E1W9M7"
"GO:0006099","sdhA","E1W9M7"
"GO:0005886","sdhA","E1W9M7"
"GO:0006099","sdhC","E1W9M5"
"GO:0000104","sdhC","E1W9M5"
"GO:0009055","sdhC","E1W9M5"
"GO:0016021","sdhC","E1W9M5"
"GO:0045281","sdhC","E1W9M5"
"GO:0016491","sdhC","E1W9M5"
"GO:0046872","sdhC","E1W9M5"
"GO:0016020","sdhC","E1W9M5"
"GO:0022900","sdhC","E1W9M5"
"GO:0005524","secA","E1W808"
"GO:0005886","secA","E1W808"
"GO:0046872","secA","E1W808"
"GO:0016020","secA","E1W808"
"GO:0000166","secA","E1W808"
"GO:0005737","secA","E1W808"
"GO:1903506","seqA","E1W9J1"
"GO:0003677","seqA","E1W9J1"
"GO:0005737","seqA","E1W9J1"
"GO:2000112","seqA","E1W9J1"
"GO:0008156","seqA","E1W9J1"
"GO:0032297","seqA","E1W9J1"
"GO:0010468","seqA","E1W9J1"
"GO:0003824","serC","E1W708"
"GO:0006564","serC","E1W708"
"GO:0008483","serC","E1W708"
"GO:0005737","serC","E1W708"
"GO:0016740","serC","E1W708"
"GO:0008615","serC","E1W708"
"GO:0008652","serC","E1W708"
"GO:0030170","serC","E1W708"
"GO:0006434","serS","E1W6Z5"
"GO:0000166","serS","E1W6Z5"
"GO:0006412","serS","E1W6Z5"
"GO:0004812","serS","E1W6Z5"
"GO:0097056","serS","E1W6Z5"
"GO:0005737","serS","E1W6Z5"
"GO:0016260","serS","E1W6Z5"
"GO:0006418","serS","E1W6Z5"
"GO:0016874","serS","E1W6Z5"
"GO:0005524","serS","E1W6Z5"
"GO:0003677","sfsA","E1W859"
"GO:0043565","sirC","E1WAB2"
"GO:0010468","sirC","E1WAB2"
"GO:1903506","sirC","E1WAB2"
"GO:0003677","sirC","E1WAB2"
"GO:2000112","sirC","E1WAB2"
"GO:0003700","sirC","E1WAB2"
"GO:0030001","sitA","E1WAA6"
"GO:0007155","sitA","E1WAA6"
"GO:0046872","sitA","E1WAA6"
"GO:0005215","sitA","E1WAA6"
"GO:0005215","sitB","E1WAA7"
"GO:0000166","sitB","E1WAA7"
"GO:0005524","sitB","E1WAA7"
"GO:0050131","solA","E1W7I9"
"GO:0050660","solA","E1W7I9"
"GO:0016491","solA","E1W7I9"
"GO:0055114","solA","E1W7I9"
"GO:0016831","speD","E1W837"
"GO:0006596","speD","E1W837"
"GO:0016829","speD","E1W837"
"GO:0008295","speD","E1W837"
"GO:0004014","speD","E1W837"
"GO:0006557","speD","E1W837"
"GO:0006596","speE","E1W838"
"GO:0008295","speE","E1W838"
"GO:0016740","speE","E1W838"
"GO:0005737","speE","E1W838"
"GO:0003824","speE","E1W838"
"GO:0004766","speE","E1W838"
"GO:0009289","stfA","E1W867"
"GO:0007155","stfA","E1W867"
"GO:0009289","stfF","E1W871"
"GO:0007155","stfF","E1W871"
"GO:0010468","stpA","E1WA48"
"GO:0046983","stpA","E1WA48"
"GO:0003677","stpA","E1WA48"
"GO:2000112","stpA","E1WA48"
"GO:1903506","stpA","E1WA48"
"GO:0055114","sucA","E1W9M9"
"GO:0016491","sucA","E1W9M9"
"GO:0004591","sucA","E1W9M9"
"GO:0006099","sucA","E1W9M9"
"GO:0030976","sucA","E1W9M9"
"GO:0046872","sucC","E1W9N1"
"GO:0006099","sucC","E1W9N1"
"GO:0005524","sucC","E1W9N1"
"GO:0016874","sucC","E1W9N1"
"GO:0003824","sucC","E1W9N1"
"GO:0000166","sucC","E1W9N1"
"GO:0000287","sucC","E1W9N1"
"GO:0016874","sucD","E1W9N2"
"GO:0000166","sucD","E1W9N2"
"GO:0006099","sucD","E1W9N2"
"GO:0048037","sucD","E1W9N2"
"GO:0003824","sucD","E1W9N2"
"GO:0000917","sulA","E1W7A3"
"GO:0007049","sulA","E1W7A3"
"GO:0051301","sulA","E1W7A3"
"GO:0009432","sulA","E1W7A3"
"GO:0051082","surA","E1W7W5"
"GO:0030288","surA","E1W7W5"
"GO:0042277","surA","E1W7W5"
"GO:0043165","surA","E1W7W5"
"GO:0042597","surA","E1W7W5"
"GO:0016853","surA","E1W7W5"
"GO:0006457","surA","E1W7W5"
"GO:0003755","surA","E1W7W5"
"GO:0060274","surA","E1W7W5"
"GO:0050821","surA","E1W7W5"
"GO:0005887","tatE","E1W9D3"
"GO:0008320","tatE","E1W9D3"
"GO:0005886","tatE","E1W9D3"
"GO:0016021","tatE","E1W9D3"
"GO:0033281","tatE","E1W9D3"
"GO:0016020","tatE","E1W9D3"
"GO:0016298","tesA","E1W914"
"GO:0006629","tesA","E1W914"
"GO:0006637","tesB","E1W8X4"
"GO:0003723","thiI","E1W8T5"
"GO:0009228","thiI","E1W8T5"
"GO:0005737","thiI","E1W8T5"
"GO:0052837","thiI","E1W8T5"
"GO:0016740","thiI","E1W8T5"
"GO:0009229","thiI","E1W8T5"
"GO:0005524","thiI","E1W8T5"
"GO:0016783","thiI","E1W8T5"
"GO:0000166","thiI","E1W8T5"
"GO:0000049","thiI","E1W8T5"
"GO:0055114","thrA","E1W7M5"
"GO:0000166","thrA","E1W7M5"
"GO:0016310","thrA","E1W7M5"
"GO:0005524","thrA","E1W7M5"
"GO:0009067","thrA","E1W7M5"
"GO:0016491","thrA","E1W7M5"
"GO:0006520","thrA","E1W7M5"
"GO:0016740","thrA","E1W7M5"
"GO:0004412","thrA","E1W7M5"
"GO:0008652","thrA","E1W7M5"
"GO:0050661","thrA","E1W7M5"
"GO:0009089","thrA","E1W7M5"
"GO:0016301","thrA","E1W7M5"
"GO:0009088","thrA","E1W7M5"
"GO:0005524","thrB","E1W7M6"
"GO:0009088","thrB","E1W7M6"
"GO:0008652","thrB","E1W7M6"
"GO:0016301","thrB","E1W7M6"
"GO:0016310","thrB","E1W7M6"
"GO:0006566","thrB","E1W7M6"
"GO:0005737","thrB","E1W7M6"
"GO:0000166","thrB","E1W7M6"
"GO:0016740","thrB","E1W7M6"
"GO:0030170","thrC","E1W7M7"
"GO:0006520","thrC","E1W7M7"
"GO:0005737","tig","E1W8V7"
"GO:0006457","tig","E1W8V7"
"GO:0016853","tig","E1W8V7"
"GO:0003755","tig","E1W8V7"
"GO:0007049","tig","E1W8V7"
"GO:0051301","tig","E1W8V7"
"GO:0106029","truD","E1WAH2"
"GO:0003723","truD","E1WAH2"
"GO:0016853","truD","E1WAH2"
"GO:0009982","truD","E1WAH2"
"GO:0055114","trxB","E1W6Z0"
"GO:0016491","trxB","E1W6Z0"
"GO:0005737","trxB","E1W6Z0"
"GO:0004791","trxB","E1W6Z0"
"GO:0019854","ulaG","E1WAR7"
"GO:0030145","ulaG","E1WAR7"
"GO:0016787","ulaG","E1WAR7"
"GO:0052689","ulaG","E1WAR7"
"GO:0005737","ulaG","E1WAR7"
"GO:0009432","uvrB","E1W9T6"
"GO:0003677","uvrB","E1W9T6"
"GO:0005737","uvrB","E1W9T6"
"GO:0009381","uvrB","E1W9T6"
"GO:0000166","uvrB","E1W9T6"
"GO:0016787","uvrB","E1W9T6"
"GO:0009380","uvrB","E1W9T6"
"GO:0005524","uvrB","E1W9T6"
"GO:0004518","uvrB","E1W9T6"
"GO:0016491","wrbA","E1W7F0"
"GO:0000166","wrbA","E1W7F0"
"GO:0051287","wrbA","E1W7F0"
"GO:0055114","wrbA","E1W7F0"
"GO:0003955","wrbA","E1W7F0"
"GO:0010181","wrbA","E1W7F0"
"GO:0050660","wrbA","E1W7F0"
"GO:0050661","wrbA","E1W7F0"
"GO:0016787","xseB","E1W8T4"
"GO:0004518","xseB","E1W8T4"
"GO:0008855","xseB","E1W8T4"
"GO:0006308","xseB","E1W8T4"
"GO:0009318","xseB","E1W8T4"
"GO:0005737","xseB","E1W8T4"
"GO:0016020","yajC","E1W8R7"
"GO:0016021","yajC","E1W8R7"
"GO:0005886","yajC","E1W8R7"
"GO:0003723","ybcJ","E1W948"
"GO:0016740","ybiB","E1W9V9"
"GO:0005886","ybjG","E1WA01"
"GO:0016021","ybjG","E1WA01"
"GO:0016020","ybjG","E1WA01"
"GO:0016787","yqaB","E1WA70"
